Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Artist Name(s),Album Release Date,Track Duration (ms),Track Preview URL,Explicit,Popularity,Artist Genres
spotify:track:4CDoeHIz44HzXq3j6LkZq6,Bring Me To Life,spotify:artist:5nGIFgo0shDenQYSE0Sn7c,Evanescence,spotify:album:5ozEqFzXMZyJkfekXLkUUo,Evanescence,2003,237293,https://p.scdn.co/mp3-preview/d318a788a3a6a1ecb8cd0f1c924cef18832ff8d2?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,alternative metal
spotify:track:31QuJZfFiMk1uOawow8ejS,Nobody Told Me - Remastered 2010,spotify:artist:4x1nvY2FN8jxqAFA0DA02H,John Lennon,spotify:album:1HRCspKjuNI3bGzZgvFU3y,"John Lennon, Yoko Ono",1/27/1984,214280,https://p.scdn.co/mp3-preview/daafa005536f313be18f58d9ee93a20fca3eb745?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,46,"classic rock,rock"
spotify:track:3oI95Uihdvu7uCiirC1DQA,If You Don't Know Me by Now (feat. Teddy Pendergrass),"spotify:artist:438JBZR1AR0l04AzcYW9gy, spotify:artist:68kACMx6A3D2BYiO056MeQ","Harold Melvin & The Blue Notes, Teddy Pendergrass",spotify:album:4FyAsercGqajQeEdk2Isj6,Harold Melvin & The Blue Notes,2/28/1995,205573,https://p.scdn.co/mp3-preview/8077357c945f9924ce6b43cb4deddae15a1961b8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"classic soul,disco,funk,philly soul,quiet storm,soul,southern soul,classic soul,funk,motown,philly soul,quiet storm,soul,urban contemporary"
spotify:track:2KeAqVOxKLU4XyPLcHTL2h,Groovejet,spotify:artist:4bmymFwDu9zLCiTRUmrewb,Spiller,spotify:album:0vlkJT7l0tsjGVYLk2bVW7,Various Artists,4/21/2011,450455,,FALSE,0,"disco house,vocal house"
spotify:track:2eSJflipjhSKLExuSwuFrO,What's Luv? (feat. Ashanti),"spotify:artist:3ScY9CQxNLQei8Umvpx5g6, spotify:artist:5rkVyNGXEgeUqKkB5ccK83","Fat Joe, Ashanti",spotify:album:5gpXJRhfDU4rl7MIL1MyC0,Fat Joe,2/5/2002,230400,https://p.scdn.co/mp3-preview/f66e5bb8d9beec2cdf078a55b22be3f12c04585e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,64,"bronx hip hop,east coast hip hop,gangster rap,hardcore hip hop,hip hop,pop rap,rap,trap,dance pop,hip pop,r&b,urban contemporary"
spotify:track:7zRmGvtSy36Jr19U5OInJT,Yellow Submarine - Remastered 2015,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,The Beatles,spotify:album:7vEJAtP3KgKSpOHVgwm3Eh,The Beatles,11/13/2000,158800,https://p.scdn.co/mp3-preview/705edb78d9158933eb99e0668eb655ee2f3a460b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,47,"british invasion,classic rock,merseybeat,psychedelic rock,rock"
spotify:track:2nvC4i2aMo4CzRjRflysah,In My Place,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:album:0RHX9XECH8IVI3LNgWDpmQ,Coldplay,8/27/2002,226680,https://p.scdn.co/mp3-preview/601677ed6c8fa893554bd225a488aa21d5181730?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,74,"permanent wave,pop"
spotify:track:2SVW5774QbmEjWfbHOEnz3,Before The Next Teardrop Falls,spotify:artist:0SNdq9iJyup4XY6JbNHbt6,Freddy Fender,spotify:album:3gy2ynEvSm1yV3gydcPWxd,Freddy Fender,1975,149951,https://p.scdn.co/mp3-preview/f48e8bf5f4423999a751f72b033f86338996fe39?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,52,"classic country pop,new mexico music,swamp pop"
spotify:track:3jnvoZjYSccaivu3hz2aOD,Dumb Things - triple j Like A Version,"spotify:artist:6Lgfto5TiWLnHMpERQXlB9, spotify:artist:0SNWoGaDlrCompmg9rXeNq","A.B. Original, Paul Kelly",spotify:album:4pzPk5WAxGdnRlKWnKQz7r,A.B. Original,12/15/2017,274226,https://p.scdn.co/mp3-preview/c0c7eee0d77bb680be65ccd10c63071627ec76e2?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"australian hip hop,australian indigenous hip hop,australian indigenous music,australian underground hip hop,australian indigenous music,australian rock"
spotify:track:4qGBF3l5Es0EKp0fasrpNc,These New Knights,spotify:artist:1m3jswEIBazYObuVL9NriQ,Ou Est Le Swimming Pool,spotify:album:3GWYIMDxdxduqGRzeTR6ze,Ou Est Le Swimming Pool,1/1/2010,205120,https://p.scdn.co/mp3-preview/a1d5cc6aa39f60f01a7c693be8cd87657b280da4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,9,"australian dance,neo-synthpop"
spotify:track:7ohnowZCOV55QfU5Ifn5Kr,Touch Me (Radio Edit),spotify:artist:2J84sVYLHiP0snY2dOlYhI,Rui Da Silva feat. Cassandra,spotify:album:0qJxFeZk5qzZgMWCdSzhEm,Rui Da Silva feat. Cassandra,2000,207066,https://p.scdn.co/mp3-preview/76c5a92ec7b35798ce19359fa15f1cd0e485f7a6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,48,
spotify:track:5oWQhRi8yOgtSpbEPopz7g,Most People I Know Think That Im Crazy,spotify:artist:3XGBZeimYdPt1rLdy0JqrQ,Billy Thorpe,spotify:album:6HpyDtTXuhktRNOWhDADGB,Billy Thorpe,1976,369826,https://p.scdn.co/mp3-preview/d5afa9990fb46b52d636d3d0001e29174d1c3a71?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,18,
spotify:track:0S9VTVfhfH8QnvQCd6DSMh,Shame and Scandal in the Family,spotify:artist:1eSVNZWXnk23LHL1XoVo1b,Johnny Chester,spotify:album:533wwvk9BgLG697I8Xl14w,Johnny Chester,7/29/2016,154546,https://p.scdn.co/mp3-preview/19551ed47ba47a65721ef9c041401100eca2235b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"australian country,classic australian country"
spotify:track:15ADURMdkO25JGD5mIcodM,Lucille,spotify:artist:4tw2Lmn9tTPUv7Gy7mVPI4,Kenny Rogers,spotify:album:5LYk7eiOau7NSQn6GQbF9k,Kenny Rogers,10/18/1976,220866,https://p.scdn.co/mp3-preview/b128e3042bb5cb566a3d76b9d996154fb7ddb2c2?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,61,"classic country pop,country,nashville sound,soft rock"
spotify:track:4WY3HyGXsWqjFRCVD6gnTe,Baby Boy (feat. Sean Paul),"spotify:artist:6vWDO969PvNqNYHIOW5v0m, spotify:artist:3Isy6kedDrgPYoTS1dazA9","Beyoncé, Sean Paul",spotify:album:6oxVabMIqCMJRYN1GqR3Vf,Beyoncé,6/24/2003,244826,https://p.scdn.co/mp3-preview/37ba481ac4415f51185a2a27520857d4e346bc05?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,66,"pop,r&b,dance pop,dancehall,pop,pop rap"
spotify:track:5hGSM1NIumwLgI0Y97X9xB,New Thang,spotify:artist:3mH3OBKopDDVgnJcT5PrPk,Redfoo,spotify:album:4ZoXZAcycK6K704FR735Ax,Redfoo,3/18/2016,226800,https://p.scdn.co/mp3-preview/c377606c762e2ecf1e483235306e215b857b8b71?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,55,
spotify:track:1riTgBBgmCdrm169m2CFzO,Wonderful Life - Radio Edit,spotify:artist:3w4VAlllkAWI6m0AV0Gn6a,Hurts,spotify:album:3pmGRyIPJ2HcJRvVgOfwzx,Various Artists,5/26/2014,215080,https://p.scdn.co/mp3-preview/3680f99e4a04a0ccf585a1f482d8a14b5c24dc44?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"metropopolis,neo-synthpop"
spotify:track:2q7525kRHfkZnCpQNDxJf1,My Gun,spotify:artist:2hrWpLNoJcs1EnWSXvB6JI,The Rubens,spotify:album:1SmR2unWU6dPXtH72M67dX,The Rubens,9/14/2012,190060,https://p.scdn.co/mp3-preview/85b95c5bbcb37ceff1d066aee96cbd48fa7a850e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,australian indie
spotify:track:28rzHxVgXXcYtmlfxyPMvm,The Cheater,spotify:artist:6mvCluPyR7DZS5PTHNjp5O,Bob Kuban & The In-Men,spotify:album:2VG3y0tw1F1aU7GkGSszCN,Bob Kuban,3/29/2011,162693,https://p.scdn.co/mp3-preview/a07cbd6d75611137f18ba7826d8c5cdacb086390?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,5,
spotify:track:4jUuqKRr1fB4c1RvU6syls,Oops!...I Did It Again,spotify:artist:26dSoYclwsYLMAKD3tpOr4,Britney Spears,spotify:album:3caKTh2tJMowPiMz0cguLI,Britney Spears,11/8/2004,210853,https://p.scdn.co/mp3-preview/334d856d61af2faa55b175c6789654aaca4c6da1?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,45,"dance pop,pop"
spotify:track:6B4bbxgcToDVMkw92Oj356,Ti Amo,spotify:artist:4463nfFMmK1cwAWBQDwT5e,Laura Branigan,spotify:album:5cwUCXPFFfNsnk4qipc40D,Laura Branigan,1984,254333,https://p.scdn.co/mp3-preview/7d91666e5d165ddbe100652a3a7cd16c7e750c7a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,44,"new romantic,new wave pop,soft rock,synthpop"
spotify:track:26AYR77170U49cMcXB7aRV,Feeling This,spotify:artist:6FBDaR13swtiWwGhX1WQsP,blink-182,spotify:album:4hBTxv4QRPePXCFcEI7Vjp,blink-182,11/1/2003,172645,https://p.scdn.co/mp3-preview/3c79ccb458b45c4af6e34fa9e9c8bc12ecd2ec7d?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,67,"alternative metal,modern rock,pop punk,punk,rock,socal pop punk"
spotify:track:4UE8T2GKceEaNhn5ORTkyo,Caught in the Middle,spotify:artist:5lPsVvHVDr6R5mDxRUXdOs,A1,spotify:album:7aMMpyDflUCZzDFp6LNul0,A1,2001,206466,https://p.scdn.co/mp3-preview/683fb6237a1c008b8d44553ed0e244cd6d0fa580?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,47,boy band
spotify:track:6qF3qHvzEmh7bkdBatxQuS,Snoopy Vs. The Red Baron,spotify:artist:2ltpcCK86foogli20z9raq,The Royal Guardsmen,spotify:album:66FUaC2xaOHfVL8ku219Wp,The Royal Guardsmen,1/1/1967,160680,https://p.scdn.co/mp3-preview/e34ca73622b95a18cfff9f1a86ae573b7feb151e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,36,bubblegum pop
spotify:track:6C5YJu3CEIVSrKUr3ZQPcq,Where Have All The Flowers Gone?,spotify:artist:3qtcbDvdIgQOXkPbtRvBaQ,The Kingston Trio,spotify:album:058obq8zYwui6cPRPLcOQZ,The Kingston Trio,8/12/1995,183066,https://p.scdn.co/mp3-preview/54f7308048c0d0894b9e5e6eaa31cf30db2e9731?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"american folk revival,folk"
spotify:track:5TYv5CM1NEFVi2t6QPDjtW,Who You Lovin,spotify:artist:1rw8ZTLnDHd74TWDDukjVi,Conrad Sewell,spotify:album:63rkq51xFTk7XtMmB4B6Dw,Conrad Sewell,10/6/2015,232080,https://p.scdn.co/mp3-preview/e39cb3d949554eb310ae5fadff29ff5badc18edd?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,26,australian pop
spotify:track:55h7vJchibLdUkxdlX3fK7,Treasure,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,spotify:album:58ufpQsJ1DS5kq4hhzQDiI,Bruno Mars,12/7/2012,178560,https://p.scdn.co/mp3-preview/2265c5b16b2e19f65da045df41cf2b4b8fd66ea3?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,81,"dance pop,pop"
spotify:track:0u9rjPUcYJvAbm2lJJxffT,Selling Me Out,spotify:artist:2D9eG3B30VlpA1uME35LeB,Tuka,spotify:album:3L5T8HDAyOIlbRZaI8dHbM,Tuka,9/5/2019,213287,https://p.scdn.co/mp3-preview/6494980a32be260676278fb6fe418b738cbca4fb?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,16,australian hip hop
spotify:track:2BVFLo6PlycBOOer2MmGi3,Running Back (feat. Flo Rida),"spotify:artist:6rHWAH6F4mr2AViSxMV673, spotify:artist:0jnsk9HBra6NMjO2oANoPY","Jessica Mauboy, Flo Rida",spotify:album:2PzvfJGK74FgwPrvMB0qOh,Jessica Mauboy,11/17/2008,226093,https://p.scdn.co/mp3-preview/ada3df1734555119f1d8719f1593d71019012afb?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,31,"australian indigenous music,australian pop,australian talent show,dance pop,miami hip hop,pop,pop rap"
spotify:track:6xSsJNkReuJzerqcIlBzBi,I Bet,spotify:artist:2NdeV5rLm47xAvogXrYhJX,Ciara,spotify:album:7cR9MbK9VXNEQKpFjqkDHT,Ciara,1/26/2015,287850,https://p.scdn.co/mp3-preview/3e7df15ba9740a4c59ba40e623631a7bde212ae4?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,41,"dance pop,hip pop,pop,r&b,urban contemporary"
spotify:track:3LQde40NABYOH14hWse0Yi,Two Strong Hearts,spotify:artist:1QxaPWG1POM8Ul6WwsHq4y,John Farnham,spotify:album:4JHZh7UHLQxcdH0qQB757v,John Farnham,7/22/1988,213333,https://p.scdn.co/mp3-preview/21f2c2491fbe7089b41169b5483039517cbc5904?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,50,"australian pop,australian rock"
spotify:track:1erDNx55IWAE9OYuBTRYgc,Bad Liar,spotify:artist:53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,spotify:album:77FDbkcDlmgOn4OXbLkiba,Imagine Dragons,11/6/2018,260773,https://p.scdn.co/mp3-preview/56413ec463879763e7f9f347f82675e2cff6654c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"modern rock,pop,rock"
spotify:track:0zkiQH567SDLqfWNBaU3hv,#SELFIE,spotify:artist:69GGBxA162lTqCwzJG5jLp,The Chainsmokers,spotify:album:1CwTQl3oL06qrjTithl9lB,The Chainsmokers,1/1/2014,183750,https://p.scdn.co/mp3-preview/6099c4eb39bcc9d1d04a3400cb7c78c3a235d4f3?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,pop
spotify:track:6lXU19ivffGmhE9a3HMPH7,Get Ready - Rapversion Edit,spotify:artist:18JD8DVlD1fakDAw7E9LFC,2 Unlimited,spotify:album:3iG8PBNaym1FnRn1OSov7H,2 Unlimited,2/24/1992,222910,https://p.scdn.co/mp3-preview/46511038bc80e3e1acea4b5e24608aa9c488d5f3?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"eurodance,europop,hip house"
spotify:track:2JZKXgq5zsokN01KWyiY6n,Mirrors,spotify:artist:31TPClRtHm23RisEBtV3X7,Justin Timberlake,spotify:album:41br7lBSZOr9RjJAjk0om6,Justin Timberlake,3/15/2013,484146,https://p.scdn.co/mp3-preview/46994b2d9a44ac2bae88959e424bf960a42ede13?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"dance pop,pop"
spotify:track:36gPq8WG7tDxrblyGVUCiT,Up Around The Bend,spotify:artist:3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,spotify:album:4GLxEXWI3JiRKp6H7bfTIK,Creedence Clearwater Revival,7/25/1970,161466,https://p.scdn.co/mp3-preview/fbb595c1ad7ea5ddea5e66f81df07d0aca9cd0fd?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,61,"album rock,classic rock,country rock,mellow gold,rock,southern rock,swamp rock"
spotify:track:2eSj0HHwB9aHJQ7zFOu90G,Don't Cry Daddy,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,spotify:album:3ekkFrfotMsEAKc5g71GHk,Elvis Presley,6/17/1969,167746,https://p.scdn.co/mp3-preview/49c49df59858e248f5cb98076e6abb7e43082b21?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,48,"rock-and-roll,rockabilly"
spotify:track:0hLOdmtyc64hpej3kfaV1F,Turn Me Loose,spotify:artist:2CLVPk9FcywjClBcTvWPkT,Loverboy,spotify:album:5KGgntYNq9H1MiSaM13cb2,Loverboy,7/8/1997,336733,https://p.scdn.co/mp3-preview/193ecc0c0e6713d87d6d649e00c6f3216948c482?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"album rock,classic canadian rock,classic rock,glam metal,hard rock,mellow gold,soft rock"
spotify:track:3H7ihDc1dqLriiWXwsc2po,Breaking Me,"spotify:artist:0u6GtibW46tFX7koQ6uNJZ, spotify:artist:5Wg2b4Mp42gicxEeDNawf7","Topic, A7S",spotify:album:3nBQlhUvErkw8DVpF47WAn,"Topic, A7S",12/19/2019,166793,https://p.scdn.co/mp3-preview/f4e4f6b589e662b7b433d05d4bf130f6bd91fce1?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,72,"german dance,pop dance,pop edm,uk dance,pop dance,scandipop"
spotify:track:1HObBPACB4IZFuB2bVOPeQ,Some Of The Places I Know,spotify:artist:384DhgGNBZ91pyVJF61u18,Gyroscope,spotify:album:2DZIOP38phaslClp6w5sYx,Gyroscope,1/1/2010,231026,https://p.scdn.co/mp3-preview/015a8713663dcf535f91324c947239262549fb83?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"australian alternative rock,australian indie"
spotify:track:7EfCJIUryOFgdBEXDCfcmG,Takin' Care Of Business,spotify:artist:5q4AzEtCoYJyXjMMoEkSU5,Bachman-Turner Overdrive,spotify:album:59waWGYzyiilnhNaiqpXD7,Bachman-Turner Overdrive,1/1/1973,289893,https://p.scdn.co/mp3-preview/083f1b16036f2b8b2687cd5fb1c4c9a6bfb18dbc?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"album rock,classic canadian rock,classic rock,country rock,folk rock,hard rock,mellow gold,rock,singer-songwriter,soft rock"
spotify:track:1qbRBE3P3feRkXcWkO0u97,Now That We Found Love,"spotify:artist:4KHdmkq99PXA6QEJ2lKpA3, spotify:artist:772SIFJQiXTCfxncTK1UMn","Heavy D & The Boyz, Aaron Hall",spotify:album:2an6aIBJgsoTV37uZKORhU,Heavy D & The Boyz,7/2/1991,258200,https://p.scdn.co/mp3-preview/12dba3ced247ed49784f6535fecfaa9a8525a678?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"contemporary r&b,east coast hip hop,new jack swing,old school hip hop,contemporary r&b,new jack swing,r&b"
spotify:track:0iji1rGXWEbJRumLdIpgGt,The World I Know,spotify:artist:4e5V1Q2dKCzbLVMQ8qbTn6,Collective Soul,spotify:album:79iv4A0IZv4fRYZEJORcbF,Collective Soul,9/18/2001,255466,https://p.scdn.co/mp3-preview/2726b1be74183d3bbe937e2211294c4c38f67fbd?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"alternative rock,grunge,nu metal,pop rock,post-grunge,rock"
spotify:track:7bsEgxdswhGfqGspJp4vBd,I Wanna Be Around,spotify:artist:1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,spotify:album:2OXZJLXxM8jrY3gBoVNfmz,Michael Bublé,10/21/2016,222120,https://p.scdn.co/mp3-preview/4eb70a8f75810a13f122974213f7661220a7e7e4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,26,"adult standards,canadian pop,jazz pop,lounge"
spotify:track:7nZGbjwTis0dJGaupJo1Pb,I Don't Care,spotify:artist:4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,spotify:album:48jgCCT2dQpdJXhO3QRUI8,Fall Out Boy,1/1/2008,214493,https://p.scdn.co/mp3-preview/a4fddd6463cb7c3f612509569b52055c05e53746?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"emo,modern rock,pop,rock"
spotify:track:7lzWxlYqqHhtPQ1WUNmyYB,Soul Kind of Feeling,spotify:artist:6xrurMjtUUYPWeQ2UphcwK,Dynamic Hepnotics,spotify:album:1rm7DuO4hESibL5922Ry5A,Dynamic Hepnotics,6/20/2016,232520,https://p.scdn.co/mp3-preview/fdbfa75fa1b7a6d0af6353794c1bddbcaba2d5c5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,36,australian rock
spotify:track:77W6VUoJdasCQgjc5DW19q,Wings,spotify:artist:3e7awlrlDSwF3iM0WBjGMp,Little Mix,spotify:album:0SHgpefjbVvnR2NnMPj1ve,Little Mix,2012,219733,https://p.scdn.co/mp3-preview/0864d68918f3940b5a47d6e8c530ed511c6652f7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"girl group,pop,talent show,uk pop"
spotify:track:1IbElKiARztcn0HvvKP28Z,"Say, Has Anybody Seen My Sweet Gypsy Rose (feat. Tony Orlando) - Digitally Remastered 1998","spotify:artist:1vjeJ712UQutRhn6WJI4sF, spotify:artist:6PNZ6ZfwWLiUA2BrranFl3","Dawn, Tony Orlando",spotify:album:3VVewTnDOIwecO59w2DsNz,Tony Orlando & Dawn,4/22/1973,172160,https://p.scdn.co/mp3-preview/aa208117d2db5a9195536543ad7d52d4261ac1ca?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,27,
spotify:track:66f0rfiEAjfM7mqhp7Gyy1,Solitaire,spotify:artist:4463nfFMmK1cwAWBQDwT5e,Laura Branigan,spotify:album:2bfvV9aRLN1BseXz4FbVnW,Laura Branigan,6/6/1995,245933,https://p.scdn.co/mp3-preview/94dcd06eb8cbe148f65d38a72ad73f2b098e863a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,29,"new romantic,new wave pop,soft rock,synthpop"
spotify:track:1ATiocRsFUbrnEFhb5Y4y9,You Must Have Been a Beautiful Baby,spotify:artist:0EodhzA6yW1bIdD5B4tcmJ,Bobby Darin,spotify:album:65okcRJHUVUrFiDG3I1Sz8,Bobby Darin,11/23/2004,129706,https://p.scdn.co/mp3-preview/0442a29f91c6629727fecd43f03d5b632b1849e7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,18,"adult standards,easy listening,lounge,rock-and-roll,rockabilly,vocal jazz"
spotify:track:1ODvWtPXDX84saex9CwzqS,The Shoop Shoop Song (It's in His Kiss),spotify:artist:6VTladttdVHzolv7aq6Q5B,The Bootleg Family Band,spotify:album:5mcbAoGZJoZjeRlwtbiccg,The Bootleg Family Band,6/6/2018,181680,https://p.scdn.co/mp3-preview/0a6c0ef2e7616a9cae4ae585c4082ba39139a84e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,
spotify:track:50PWlIBU7PlGGwzgN8TiFJ,Million Reasons,spotify:artist:1HY2Jd0NmPuamShAr6KMms,Lady Gaga,spotify:album:4JiY4JUvXdEA7UFIbiAyor,Lady Gaga,10/21/2016,205280,https://p.scdn.co/mp3-preview/a0b49cbeb2ecb04823c02c731c5d58aa4a9f39a8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"art pop,dance pop,pop"
spotify:track:4R6LAvOMzkTJcFbSOmmEh9,The Twist,spotify:artist:7qQJQ3YtcGlqaLg5tcypN2,Chubby Checker,spotify:album:3t848NFNAVru2orxLI3QOy,Chubby Checker,1/1/1961,153760,https://p.scdn.co/mp3-preview/c7ff17e9b040b0fbadbfe929fa814e3889ce1607?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"rock-and-roll,rockabilly"
spotify:track:34wBwGT1Jhr8JUkJDcFGvk,"If You Gotta Go, Go Now - 2007 Remaster",spotify:artist:5670CyWrIOA7702gNjsGMZ,Manfred Mann,spotify:album:13VP0DyGZZq15NzDVoh79y,Manfred Mann,1963,151746,https://p.scdn.co/mp3-preview/2dfed11732e9767c218e43240883bbf420508dd5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"british blues,british invasion,classic rock,singer-songwriter"
spotify:track:4tfUdNH8JBzWRmB2vMSfFg,I Was Only 19 (A Walk in the Light Green),spotify:artist:2FBQIV8BJF5SrvXpziFE2M,Redgum,spotify:album:7v02qR2p5gXvYJl55uXlXc,Redgum,5/27/2011,259506,https://p.scdn.co/mp3-preview/3a0873b96f3b0f374fb7ae2f66064257b7e45830?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,43,australian rock
spotify:track:46n2EGFnPC3tzWCN1Aqe26,This I Promise You,spotify:artist:6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,spotify:album:20RMokVwJ2wjQ0s8FOdOFC,*NSYNC,3/21/2000,284760,https://p.scdn.co/mp3-preview/40bc0db1da6efd3f0907ae55269738daa86c08d6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,66,"boy band,dance pop,pop"
spotify:track:6ZOBP3NvffbU4SZcrnt1k6,Kryptonite,spotify:artist:2RTUTCvo6onsAnheUk3aL9,3 Doors Down,spotify:album:5gO2acKSOaJnP0Mcy8IpU6,3 Doors Down,2000,233933,https://p.scdn.co/mp3-preview/55c8389bc8dfbe118e97ecd05f027e9ad59cd99d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,78,"alternative metal,nu metal,post-grunge,rock"
spotify:track:5MTqczrMNkxZbFghiopgHL,Wonderful,"spotify:artist:1J2VVASYAamtQ3Bt8wGgA6, spotify:artist:2mxe0TnaNL039ysAj51xPQ, spotify:artist:5rkVyNGXEgeUqKkB5ccK83","Ja Rule, R. Kelly, Ashanti",spotify:album:1IzGIg7yq3LsiP2kH0Yusz,Ja Rule,1/1/2004,270506,https://p.scdn.co/mp3-preview/b8e89710943d2379e7a4a5b910148a1dca6ba4ed?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,0,"dance pop,east coast hip hop,gangster rap,hip hop,hip pop,pop rap,queens hip hop,rap,urban contemporary,dance pop,hip pop,r&b,urban contemporary"
spotify:track:69YyPU1oElukhL5jgMi2wA,Come Home with Me,spotify:artist:5PjekOABtfU2Kwo0AHVmci,Guy Sebastian,spotify:album:2ploE2Xfb4u43TnK7OAos3,Guy Sebastian,11/21/2014,204400,https://p.scdn.co/mp3-preview/a59198c76b05d0933878cd09dfe3a6770b15d2c9?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,28,australian pop
spotify:track:72FdcAg79So8xaAHs2mbrB,Old School Love (feat. Ed Sheeran),"spotify:artist:01QTIT5P1pFP3QnnFSdsJf, spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","Lupe Fiasco, Ed Sheeran",spotify:album:4Pd4rwnwatvI9RO6vFdc3e,Lupe Fiasco,10/15/2013,273903,https://p.scdn.co/mp3-preview/75ccdb55bae0cbc062d8b89900534ec799523a41?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,41,"chicago rap,conscious hip hop,hip hop,political hip hop,pop rap,rap,southern hip hop,pop,singer-songwriter pop,uk pop"
spotify:track:6lvsJDZ7336YmpBzcNGhbe,fOoL fOr YoU,spotify:artist:5ZsFI1h6hIdQRw2ti0hz81,ZAYN,spotify:album:5amj9zNeZ3B2EdpBgXrOZ0,ZAYN,3/25/2016,202213,https://p.scdn.co/mp3-preview/6ec2ac3c0db2d5fdbb5dd1f4e97e0963a2440627?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,60,"pop,uk pop"
